mode,affinity,rmsd_lb,rmsd_ub,filename
7,-8.2,2.716,3.5069999999999997,CHEMBL249796.txt
8,-8.2,2.6,3.707,CHEMBL249796.txt
9,-8.2,1.7990000000000002,2.597,CHEMBL249796.txt
1,-8.0,0.0,0.0,CHEMBL247977.txt
2,-7.8,3.668,9.354,CHEMBL247977.txt
3,-7.6,4.9110000000000005,7.792999999999999,CHEMBL247977.txt
4,-7.5,2.214,3.591,CHEMBL247977.txt
5,-7.4,3.888,9.83,CHEMBL247977.txt
6,-7.3,4.946000000000001,7.1979999999999995,CHEMBL247977.txt
7,-7.3,6.416,10.61,CHEMBL247977.txt
8,-7.3,2.296,2.931,CHEMBL247977.txt
9,-7.3,6.111000000000001,11.064,CHEMBL247977.txt
1,-10.3,0.0,0.0,CHEMBL249594.txt
2,-10.2,0.716,1.885,CHEMBL249594.txt
3,-10.2,4.607,9.453,CHEMBL249594.txt
4,-10.1,4.4,9.128,CHEMBL249594.txt
5,-9.9,2.793,12.110999999999999,CHEMBL249594.txt
6,-9.9,3.037,11.991,CHEMBL249594.txt
7,-9.9,5.515,12.112,CHEMBL249594.txt
8,-9.8,2.8080000000000003,12.569,CHEMBL249594.txt
9,-9.7,3.265,4.505,CHEMBL249594.txt
1,-9.6,0.0,0.0,CHEMBL247222.txt
2,-9.6,1.314,1.4969999999999999,CHEMBL247222.txt
3,-9.4,2.1919999999999997,3.3310000000000004,CHEMBL247222.txt
4,-9.2,1.587,1.9869999999999999,CHEMBL247222.txt
5,-9.0,2.747,3.478,CHEMBL247222.txt
6,-8.9,5.303,10.107999999999999,CHEMBL247222.txt
7,-8.9,2.6510000000000002,3.97,CHEMBL247222.txt
8,-8.8,2.947,4.263,CHEMBL247222.txt
9,-8.7,3.0580000000000003,4.3919999999999995,CHEMBL247222.txt
1,-9.4,0.0,0.0,CHEMBL247394.txt
2,-9.2,3.3510000000000004,5.553,CHEMBL247394.txt
3,-9.1,0.9570000000000001,1.329,CHEMBL247394.txt
4,-9.1,3.187,7.282,CHEMBL247394.txt
5,-8.9,1.6219999999999999,1.8559999999999999,CHEMBL247394.txt
6,-8.5,16.867,18.607,CHEMBL247394.txt
7,-8.5,16.872,18.197,CHEMBL247394.txt
8,-8.5,2.634,3.3760000000000003,CHEMBL247394.txt
9,-8.5,2.861,4.006,CHEMBL247394.txt
1,-8.7,0.0,0.0,CHEMBL249971.txt
2,-8.3,2.395,6.367000000000001,CHEMBL249971.txt
3,-8.1,2.3890000000000002,4.88,CHEMBL249971.txt
4,-7.9,2.006,2.521,CHEMBL249971.txt
5,-7.9,2.419,6.093,CHEMBL249971.txt
6,-7.7,2.805,6.093999999999999,CHEMBL249971.txt
7,-7.7,2.406,4.644,CHEMBL249971.txt
8,-7.6,2.668,4.704,CHEMBL249971.txt
9,-7.5,2.6510000000000002,3.688,CHEMBL249971.txt
1,-9.2,0.0,0.0,CHEMBL247237.txt
2,-8.9,1.956,3.23,CHEMBL247237.txt
3,-8.4,1.757,2.303,CHEMBL247237.txt
4,-8.3,2.31,3.2110000000000003,CHEMBL247237.txt
5,-8.2,5.6770000000000005,8.621,CHEMBL247237.txt
6,-8.2,1.199,1.598,CHEMBL247237.txt
7,-8.2,3.3810000000000002,4.603,CHEMBL247237.txt
8,-8.1,7.542000000000001,10.81,CHEMBL247237.txt
9,-8.1,6.821000000000001,10.498,CHEMBL247237.txt
1,-10.7,0.0,0.0,CHEMBL249597.txt
2,-10.3,2.388,11.081,CHEMBL249597.txt
3,-10.2,4.215,5.811,CHEMBL249597.txt
4,-10.2,4.777,6.672999999999999,CHEMBL249597.txt
5,-10.0,1.97,3.4960000000000004,CHEMBL249597.txt
6,-9.9,3.0869999999999997,10.960999999999999,CHEMBL249597.txt
7,-9.9,4.36,6.742000000000001,CHEMBL249597.txt
8,-9.9,2.447,11.695,CHEMBL249597.txt
9,-9.9,2.895,11.100999999999999,CHEMBL249597.txt
1,-8.6,0.0,0.0,CHEMBL249236.txt
2,-8.5,2.224,5.292999999999999,CHEMBL249236.txt
3,-8.4,4.925,7.848,CHEMBL249236.txt
4,-8.3,2.733,5.292999999999999,CHEMBL249236.txt
5,-8.3,3.634,4.997,CHEMBL249236.txt
6,-8.2,3.455,6.51,CHEMBL249236.txt
7,-8.1,2.7560000000000002,5.204,CHEMBL249236.txt
8,-8.0,2.391,3.202,CHEMBL249236.txt
9,-8.0,3.98,4.882,CHEMBL249236.txt
1,-9.3,0.0,0.0,CHEMBL249154.txt
2,-9.0,2.3480000000000003,4.119,CHEMBL249154.txt
3,-8.9,2.329,4.857,CHEMBL249154.txt
4,-8.9,2.9,5.005,CHEMBL249154.txt
5,-8.8,2.21,4.523,CHEMBL249154.txt
6,-8.5,1.405,1.936,CHEMBL249154.txt
7,-8.5,3.295,5.5489999999999995,CHEMBL249154.txt
8,-8.3,3.577,6.3020000000000005,CHEMBL249154.txt
9,-8.3,2.929,4.854,CHEMBL249154.txt
1,-9.8,0.0,0.0,CHEMBL249632.txt
2,-9.8,1.662,2.155,CHEMBL249632.txt
3,-9.7,1.015,1.474,CHEMBL249632.txt
4,-9.3,4.291,11.630999999999998,CHEMBL249632.txt
5,-9.2,3.748,11.533,CHEMBL249632.txt
6,-9.1,4.296,10.78,CHEMBL249632.txt
7,-9.1,1.765,2.31,CHEMBL249632.txt
8,-8.7,2.439,2.966,CHEMBL249632.txt
9,-8.7,4.388,10.467,CHEMBL249632.txt
1,-10.3,0.0,0.0,CHEMBL249418.txt
2,-9.7,3.4760000000000004,9.055,CHEMBL249418.txt
3,-9.7,3.766,10.22,CHEMBL249418.txt
4,-9.1,3.701,9.842,CHEMBL249418.txt
5,-9.1,4.18,10.275,CHEMBL249418.txt
6,-9.1,5.254,10.940999999999999,CHEMBL249418.txt
7,-8.9,2.972,4.2410000000000005,CHEMBL249418.txt
8,-8.9,4.196000000000001,6.985,CHEMBL249418.txt
9,-8.9,5.292999999999999,8.533,CHEMBL249418.txt
1,-6.5,0.0,0.0,CHEMBL249155.txt
2,-6.3,1.075,1.238,CHEMBL249155.txt
3,-6.2,3.696,4.828,CHEMBL249155.txt
4,-6.2,1.66,3.0780000000000003,CHEMBL249155.txt
5,-6.2,2.023,2.407,CHEMBL249155.txt
6,-5.9,15.64,16.397000000000002,CHEMBL249155.txt
7,-5.9,3.7230000000000003,4.9510000000000005,CHEMBL249155.txt
8,-5.9,3.054,4.0169999999999995,CHEMBL249155.txt
9,-5.9,2.395,3.7689999999999997,CHEMBL249155.txt
1,-9.5,0.0,0.0,CHEMBL247193.txt
2,-9.0,3.056,4.316,CHEMBL247193.txt
3,-8.7,1.7,2.736,CHEMBL247193.txt
4,-8.7,2.251,3.89,CHEMBL247193.txt
5,-8.6,1.849,2.967,CHEMBL247193.txt
6,-8.2,2.153,2.7060000000000004,CHEMBL247193.txt
7,-8.2,2.154,2.6180000000000003,CHEMBL247193.txt
8,-8.2,17.665,18.942999999999998,CHEMBL247193.txt
9,-8.1,6.763999999999999,10.370999999999999,CHEMBL247193.txt
1,-9.1,0.0,0.0,CHEMBL247018.txt
2,-8.3,1.746,2.314,CHEMBL247018.txt
3,-8.2,4.537,5.947,CHEMBL247018.txt
4,-8.1,4.665,7.135,CHEMBL247018.txt
5,-8.0,5.502999999999999,7.775,CHEMBL247018.txt
6,-7.9,6.317,8.991,CHEMBL247018.txt
7,-7.8,3.846,6.1160000000000005,CHEMBL247018.txt
8,-7.7,5.335,7.056,CHEMBL247018.txt
9,-7.6,5.644,7.505,CHEMBL247018.txt
1,-8.6,0.0,0.0,CHEMBL249237.txt
2,-8.5,2.622,7.0360000000000005,CHEMBL249237.txt
3,-8.5,4.238,6.039,CHEMBL249237.txt
4,-8.4,2.667,3.697,CHEMBL249237.txt
5,-8.2,3.772,8.107000000000001,CHEMBL249237.txt
6,-8.2,3.426,5.152,CHEMBL249237.txt
7,-8.2,4.3260000000000005,6.542000000000001,CHEMBL249237.txt
8,-8.1,4.512,6.716,CHEMBL249237.txt
9,-8.1,4.324,6.821000000000001,CHEMBL249237.txt
1,-8.1,0.0,0.0,CHEMBL248667.txt
2,-8.0,1.587,2.154,CHEMBL248667.txt
3,-7.7,6.0329999999999995,9.941,CHEMBL248667.txt
4,-7.7,5.394,10.365,CHEMBL248667.txt
5,-7.7,2.9389999999999996,4.8919999999999995,CHEMBL248667.txt
6,-7.5,6.0760000000000005,9.738999999999999,CHEMBL248667.txt
7,-7.5,25.291999999999998,28.476,CHEMBL248667.txt
8,-7.4,2.648,4.3,CHEMBL248667.txt
9,-7.3,5.564,10.338,CHEMBL248667.txt
1,-11.6,0.0,0.0,CHEMBL246845.txt
2,-11.5,2.079,3.978,CHEMBL246845.txt
3,-11.5,1.774,3.772,CHEMBL246845.txt
4,-11.4,3.5839999999999996,4.706,CHEMBL246845.txt
5,-11.4,2.641,4.228,CHEMBL246845.txt
6,-11.3,1.249,1.724,CHEMBL246845.txt
7,-11.2,3.2680000000000002,5.265,CHEMBL246845.txt
8,-11.1,4.704,7.699,CHEMBL246845.txt
9,-11.1,3.045,5.456,CHEMBL246845.txt
1,-7.8,0.0,0.0,CHEMBL248665.txt
2,-7.5,3.596,5.194,CHEMBL248665.txt
3,-7.3,20.253,21.978,CHEMBL248665.txt
4,-7.2,25.572,28.404,CHEMBL248665.txt
5,-7.2,2.9130000000000003,6.694,CHEMBL248665.txt
6,-7.2,3.7769999999999997,5.397,CHEMBL248665.txt
7,-7.1,6.191,9.536,CHEMBL248665.txt
8,-7.0,6.104,8.937999999999999,CHEMBL248665.txt
9,-6.9,6.707999999999999,10.582,CHEMBL248665.txt
1,-8.0,0.0,0.0,CHEMBL242412.txt
2,-8.0,2.535,4.706,CHEMBL242412.txt
3,-8.0,2.813,4.618,CHEMBL242412.txt
4,-7.9,1.57,2.023,CHEMBL242412.txt
5,-7.9,1.8330000000000002,2.7260000000000004,CHEMBL242412.txt
6,-7.9,2.085,3.182,CHEMBL242412.txt
7,-7.8,2.862,4.586,CHEMBL242412.txt
8,-7.8,2.6039999999999996,4.686,CHEMBL242412.txt
9,-7.8,16.74,18.842,CHEMBL242412.txt
1,-11.6,0.0,0.0,CHEMBL245802.txt
2,-11.6,1.486,2.041,CHEMBL245802.txt
3,-11.3,3.4419999999999997,5.553,CHEMBL245802.txt
4,-11.3,1.624,2.173,CHEMBL245802.txt
5,-11.3,1.825,2.306,CHEMBL245802.txt
6,-11.2,2.44,4.037,CHEMBL245802.txt
7,-11.1,2.739,4.555,CHEMBL245802.txt
8,-11.0,2.6289999999999996,3.5060000000000002,CHEMBL245802.txt
9,-10.9,2.9130000000000003,4.6080000000000005,CHEMBL245802.txt
1,-9.1,0.0,0.0,CHEMBL247026.txt
2,-9.1,0.151,1.587,CHEMBL247026.txt
3,-8.9,1.4880000000000002,2.345,CHEMBL247026.txt
4,-8.9,3.424,5.779,CHEMBL247026.txt
5,-8.7,2.6839999999999997,3.6689999999999996,CHEMBL247026.txt
6,-8.7,2.6910000000000003,3.943,CHEMBL247026.txt
7,-8.7,7.888999999999999,10.789000000000001,CHEMBL247026.txt
8,-8.6,6.237,8.673,CHEMBL247026.txt
9,-8.6,6.21,8.711,CHEMBL247026.txt
1,-8.9,0.0,0.0,CHEMBL243491.txt
2,-8.5,2.5180000000000002,5.641,CHEMBL243491.txt
3,-8.5,1.3769999999999998,2.273,CHEMBL243491.txt
4,-8.4,0.634,1.227,CHEMBL243491.txt
5,-8.3,2.589,8.0,CHEMBL243491.txt
6,-8.1,2.9,6.8260000000000005,CHEMBL243491.txt
7,-8.1,2.855,6.647,CHEMBL243491.txt
8,-8.0,2.7110000000000003,8.557,CHEMBL243491.txt
9,-7.9,2.157,5.905,CHEMBL243491.txt
1,-10.2,0.0,0.0,CHEMBL245209.txt
2,-9.2,3.093,8.843,CHEMBL245209.txt
3,-9.1,2.261,4.933,CHEMBL245209.txt
4,-8.6,17.778,21.022,CHEMBL245209.txt
5,-8.5,2.6310000000000002,5.2170000000000005,CHEMBL245209.txt
6,-8.5,1.695,2.622,CHEMBL245209.txt
7,-8.4,15.540999999999999,19.265,CHEMBL245209.txt
8,-8.3,2.668,5.781000000000001,CHEMBL245209.txt
9,-7.9,17.627,21.155,CHEMBL245209.txt
1,-6.9,0.0,0.0,CHEMBL249156.txt
2,-6.8,3.398,5.08,CHEMBL249156.txt
3,-6.7,1.734,2.431,CHEMBL249156.txt
4,-6.6,3.193,4.46,CHEMBL249156.txt
5,-6.6,2.311,3.485,CHEMBL249156.txt
6,-6.6,1.218,2.438,CHEMBL249156.txt
7,-6.5,3.125,4.404,CHEMBL249156.txt
8,-6.4,1.575,2.741,CHEMBL249156.txt
9,-6.3,24.13,25.378,CHEMBL249156.txt
1,-9.1,0.0,0.0,CHEMBL243490.txt
2,-8.9,1.6880000000000002,2.734,CHEMBL243490.txt
3,-8.5,1.4180000000000001,2.286,CHEMBL243490.txt
4,-8.3,2.997,7.1,CHEMBL243490.txt
5,-8.2,2.509,7.672000000000001,CHEMBL243490.txt
6,-8.2,2.7110000000000003,5.518,CHEMBL243490.txt
7,-8.1,2.963,7.9879999999999995,CHEMBL243490.txt
8,-8.1,2.7039999999999997,6.541,CHEMBL243490.txt
9,-8.1,3.41,6.438,CHEMBL243490.txt
1,-9.9,0.0,0.0,CHEMBL247027.txt
2,-9.1,4.35,5.059,CHEMBL247027.txt
3,-8.8,2.8560000000000003,5.19,CHEMBL247027.txt
4,-8.8,5.64,10.033,CHEMBL247027.txt
5,-8.7,6.602,11.148,CHEMBL247027.txt
6,-8.7,5.582000000000001,10.385,CHEMBL247027.txt
7,-8.6,4.666,6.805,CHEMBL247027.txt
8,-8.6,4.324,7.515,CHEMBL247027.txt
9,-8.6,4.331,7.31,CHEMBL247027.txt
